edge_type_id target_query source_query distance_range target_sections syn_weight model_template dynamics_params delay
100 pop_name=='OLM' * "[-10000, 10000]" ['basal'] 1.0 shock2int shock2INT12.json 0.1
101 pop_name=='PV' * "[-10000, 10000]" ['basal'] 1.0 shock2int shock2INT12.json 0.1
